"Name","New Name","Value"
"IC.Tools.SharpTask.AppStore.Editors.TextEditor","IC.Tools.SharpTask.AppStore.Editors.PlaceholdersTextEditor","IC.Tools.SharpTask.AppStore.Editors.PlaceholdersTextEditor"
"IC.Tools.SharpTask.AppStore.Editors.TextEditor","IC.Tools.SharpTask.AppStore.Editors.PlaceholdersTextEditor","IC.Tools.SharpTask.AppStore.Editors.PlaceholdersTextEditor"
"IC.Tools.SharpTask.AppStore.Editors.TextEditor","IC.Tools.SharpTask.AppStore.Editors.PlaceholdersTextEditor","IC.Tools.SharpTask.AppStore.Editors.PlaceholdersTextEditor"
